iter	Logloss
199	0.3533219598
200	0.3528881024
201	0.3525850483
202	0.3521227161
203	0.3514110186
204	0.3508048603
205	0.3503855606
206	0.3497870309
207	0.3493248316
208	0.3488485875
209	0.3483532745
210	0.3478422379
211	0.3474665869
212	0.3469401077
213	0.3464466936
214	0.3457682904
215	0.3453171697
216	0.3447181664
217	0.344466388
218	0.3437130903
219	0.3433936784
220	0.3427722142
221	0.3418346289
222	0.3413745987
223	0.3410395772
224	0.3406994019
225	0.3400435855
226	0.3396097037
227	0.3392357717
228	0.3388433784
229	0.3383027264
230	0.3378749714
231	0.3374505775
232	0.3369218543
233	0.3364862643
234	0.3359146264
235	0.3353444978
236	0.3347093231
237	0.3343244198
238	0.3339201291
239	0.3334506666
240	0.3327248464
241	0.331996961
242	0.331495873
243	0.3310399443
244	0.3307033788
245	0.3300586083
246	0.3292307592
247	0.3283222999
248	0.3279577102
249	0.3272570171
250	0.326838207
251	0.3263873251
252	0.3259203037
253	0.3256101351
254	0.3252872239
255	0.3248202847
256	0.3243724233
257	0.3240276765
258	0.3233716273
259	0.3230107631
260	0.3224975407
261	0.3219430341
262	0.3214973666
263	0.3211469006
264	0.3208236063
265	0.3202133185
266	0.3197313069
267	0.3193084588
268	0.3188004576
269	0.3183778674
270	0.3179083985
271	0.3175115661
272	0.3171196167
273	0.3168000157
274	0.3166018641
275	0.3163058851
276	0.3159480592
277	0.3155780582
278	0.3150789394
279	0.3146824216
280	0.3143528192
281	0.3140446429
282	0.3137447687
283	0.313142163
284	0.3127814142
285	0.3126102953
286	0.312314716
287	0.3117812866
288	0.3114726322
289	0.3110212711
290	0.3108161463
291	0.3104057506
292	0.3099439257
293	0.3092419903
294	0.3089185078
295	0.3086588975
296	0.308162804
297	0.3080494993
298	0.3075932799
299	0.3072336408
300	0.3067371171
301	0.3063977403
302	0.3059992355
303	0.3056013118
304	0.3051807298
305	0.3047914033
306	0.3045284478
307	0.3042757349
308	0.3038718202
309	0.3034870509
310	0.3032256782
311	0.3028150055
312	0.302360359
313	0.3020794891
314	0.3017669582
315	0.3013615484
316	0.3009967458
317	0.3005627806
318	0.3000639749
319	0.2996264737
320	0.2992250749
321	0.2989444052
322	0.2986835535
323	0.298293835
324	0.2980073614
325	0.2977161948
326	0.2973812804
327	0.2969580752
328	0.2966509278
329	0.2961662983
330	0.2958179728
331	0.2955717036
332	0.2951626886
333	0.2948223669
334	0.2942096613
335	0.2939475913
336	0.2934358289
337	0.2931273556
338	0.2927026344
339	0.2925285285
340	0.2919379711
341	0.2917944655
342	0.291483208
343	0.2910025255
344	0.2906862352
345	0.2901920973
346	0.2897594144
347	0.2896483076
348	0.289320432
349	0.2889781134
350	0.2885751388
351	0.2883495045
352	0.2878723249
353	0.2871893711
354	0.286986264
355	0.286517998
356	0.2862745784
357	0.2859525547
358	0.2854544301
359	0.2852128808
360	0.2850546054
361	0.2847094992
362	0.2843333296
363	0.2838857942
364	0.2836702749
365	0.2832291591
366	0.2829255203
367	0.2827600669
368	0.282481572
369	0.2821673303
370	0.2817364261
371	0.2811993772
372	0.2809278075
373	0.2807619566
374	0.280491176
375	0.2802374046
376	0.2800791651
377	0.2798922346
378	0.2797234533
379	0.2794003794
380	0.2790710281
381	0.2788068329
382	0.2784486009
383	0.2782272214
384	0.2779164997
385	0.2774283536
386	0.2769594883
387	0.2763355776
388	0.2761216379
389	0.2758536407
390	0.2756544615
391	0.2753840743
392	0.2751298864
393	0.2749474866
394	0.274393038
395	0.2739485306
396	0.2736140568
397	0.2734032534
398	0.2731102837
399	0.2728105944
400	0.272564977
401	0.2719707323
402	0.2716461415
403	0.2714475141
404	0.2712474062
405	0.2709034456
406	0.270556976
407	0.27037787
408	0.2701001877
409	0.2698865105
410	0.2695251096
411	0.2691697726
412	0.268933495
413	0.2684760082
414	0.2681076225
415	0.2677675864
416	0.2675188486
417	0.2672416422
418	0.2668810901
419	0.2668535045
420	0.2664848387
421	0.2659948682
422	0.2657451639
423	0.265273553
424	0.2651001405
425	0.264784424
426	0.2645386903
427	0.2641557208
428	0.2639472677
429	0.263622552
430	0.2632798348
431	0.2630422552
432	0.262679482
433	0.2624220283
434	0.2621734565
435	0.2619599533
436	0.2616775622
437	0.2613892203
438	0.2610020891
439	0.2607583866
440	0.2604073604
441	0.2600808946
442	0.2598351862
443	0.2596317559
444	0.2593371074
445	0.2590488194
446	0.2586992434
447	0.2584694053
448	0.2581237415
449	0.2577947371
450	0.2573545251
451	0.2571645463
452	0.2568224102
453	0.2564534315
454	0.2561301318
455	0.2559454378
456	0.2555153271
457	0.2553100562
458	0.2551001813
459	0.2547570273
460	0.2544028061
461	0.2542837616
462	0.2542370295
463	0.2539882326
464	0.2536922666
465	0.2533928087
466	0.2531604061
467	0.2529208714
468	0.252685897
469	0.2524394847
470	0.2521729765
471	0.2519434795
472	0.2516376598
473	0.2513827653
474	0.2509920706
475	0.2507540658
476	0.2504210305
477	0.2501615673
478	0.2499146888
479	0.249605796
480	0.2493622167
481	0.2490503545
482	0.2487424302
483	0.2486006612
484	0.2482548455
485	0.2481251617
486	0.2477843044
487	0.2474422344
488	0.2469836121
489	0.2467992819
490	0.2465670456
491	0.2463962477
492	0.2461819759
493	0.2458941029
494	0.2454053549
495	0.2451499473
496	0.2446804467
497	0.2444098164
498	0.2441919344
499	0.2438182308
500	0.2436323775
501	0.2432750932
502	0.2429931898
503	0.2426911434
504	0.2424677875
505	0.242305371
506	0.242099363
507	0.241839856
508	0.2415820607
509	0.2414345731
510	0.2411267507
511	0.2408870099
512	0.2405880768
513	0.240356336
514	0.2400450309
515	0.23990301
516	0.2397025333
517	0.2394392189
518	0.2392362933
519	0.2391064882
520	0.2389398705
521	0.2387517063
522	0.2383832389
523	0.2380824418
524	0.2377064231
525	0.2375801284
526	0.2373520428
527	0.2371987703
528	0.2368769967
529	0.2365165086
530	0.2362883364
531	0.2361301812
532	0.2357263188
533	0.2354338188
534	0.2352514869
535	0.2350009811
536	0.2345803251
537	0.2344135553
538	0.2341545445
539	0.2337329127
540	0.2335788866
541	0.2332116281
542	0.2330515918
543	0.232687856
544	0.2323798702
545	0.2321651114
546	0.2319126719
547	0.23169597
548	0.2315648843
549	0.2312313888
550	0.2311025752
551	0.2308360939
552	0.2305992668
553	0.2302606994
554	0.2300202199
555	0.2296391584
556	0.2294128985
557	0.2292287427
558	0.2290276476
559	0.2288270845
560	0.2286814187
561	0.2283651326
562	0.2282448108
563	0.2280565649
564	0.2278411365
565	0.2276275685
566	0.2272521303
567	0.2270457486
568	0.2267339809
569	0.2264633905
570	0.2261645333
571	0.2260193293
572	0.225671302
573	0.2254118041
574	0.2250950807
575	0.2248042142
576	0.2245506904
577	0.2243027581
578	0.2241332093
579	0.2239051707
580	0.2236374913
581	0.2234013572
582	0.2231846332
583	0.222899041
584	0.2226285947
585	0.2224362824
586	0.2222505315
587	0.2220595586
588	0.2218121973
589	0.2216441043
590	0.2214225292
591	0.2210990722
592	0.2207859298
593	0.2204872012
594	0.2203389458
595	0.2201375871
596	0.2197458277
597	0.2196186807
598	0.219475689
599	0.2192491259
600	0.2189987638
601	0.2187851756
602	0.2185896527
603	0.2184319958
604	0.2183203585
605	0.2180199851
606	0.2178018763
607	0.2175718686
608	0.2172600758
609	0.21712737
610	0.2168552381
611	0.2166414516
612	0.2164662103
613	0.2161840463
614	0.2158676912
615	0.2156452879
616	0.2155340302
617	0.2151780647
618	0.2149648961
619	0.2147086169
620	0.2145179313
621	0.2142504924
622	0.2138687098
623	0.2136207631
624	0.2133964636
625	0.2129772994
626	0.2127552219
627	0.2125716341
628	0.2122910108
629	0.2119997155
630	0.2117718985
631	0.2115410445
632	0.2112674126
633	0.2111169155
634	0.2108824932
635	0.2105982288
636	0.2103178908
637	0.2101371524
638	0.2099027091
639	0.2097837978
640	0.2094930523
641	0.2091226317
642	0.2088983487
643	0.2087847502
644	0.2086209815
645	0.2083860084
646	0.2081618778
647	0.2077470168
648	0.2074112998
649	0.2073011415
650	0.2070553104
651	0.2067399473
652	0.2065908248
653	0.2063444953
654	0.2059590192
655	0.2058546786
656	0.205707436
657	0.2055773804
658	0.2052670589
659	0.2049982064
660	0.2048292698
661	0.2045532722
662	0.2043232989
663	0.204095241
664	0.203931218
665	0.2036805639
666	0.203362972
667	0.203090183
668	0.2029052722
669	0.2027287347
670	0.2024140549
671	0.2022441915
672	0.2019749466
673	0.201726256
674	0.2016166398
675	0.2015272395
676	0.2013519005
677	0.2011327754
678	0.200855449
679	0.200755748
680	0.2005937026
681	0.200314168
682	0.2001098716
683	0.1999777772
684	0.1997190423
685	0.199470883
686	0.1992950597
687	0.1991222791
688	0.1988984802
689	0.1987518459
690	0.1986081955
691	0.1982863092
692	0.1981009354
693	0.1979642867
694	0.1977682833
695	0.1976078893
696	0.1973023319
697	0.1970449705
698	0.1968222864
699	0.1966042402
700	0.1962765365
701	0.1960650706
702	0.1958698899
703	0.1956579631
704	0.1954559862
705	0.1952389386
706	0.1951315428
707	0.1949006539
708	0.194617338
709	0.1944627446
710	0.1942698426
711	0.1941393241
712	0.1938447722
713	0.1935720413
714	0.1933332856
715	0.1930450492
716	0.1929021153
717	0.1925021364
718	0.1921744088
719	0.1919373947
720	0.1917143852
721	0.1914970542
722	0.1913561501
723	0.1912330284
724	0.190943923
725	0.1907032809
726	0.1905169566
727	0.1903743673
728	0.1901604436
729	0.1899520673
730	0.189716834
731	0.1895946488
732	0.1893289822
733	0.1891020765
734	0.1888518046
735	0.18870801
736	0.1884211181
737	0.1881936411
738	0.1880292187
739	0.1878233505
740	0.1876069437
741	0.1874062938
742	0.1872636266
743	0.1870419217
744	0.1866294863
745	0.1864882958
746	0.1863710429
747	0.1861893601
748	0.1860605853
749	0.1858797105
750	0.1856861232
751	0.1854862598
752	0.185375117
753	0.1851557672
754	0.1849567653
755	0.1846449756
756	0.1844011057
757	0.1841272389
758	0.1839957901
759	0.1838541573
760	0.1835590531
761	0.1833417725
762	0.18310469
763	0.1829658984
764	0.1828817831
765	0.1827499107
766	0.1825446122
767	0.1823959781
768	0.1822091752
769	0.1819319189
770	0.1817102627
771	0.1814524773
772	0.1812453536
773	0.1811039341
774	0.1809483298
775	0.1808157318
776	0.1807150135
777	0.1806059134
778	0.1804007457
779	0.1801196474
780	0.1799331908
781	0.1798403449
782	0.1794306565
783	0.179280679
784	0.1790745301
785	0.1788151463
786	0.1786072127
787	0.1784108168
788	0.1781665156
789	0.1779873864
790	0.1777153314
791	0.1775360757
792	0.1772873344
793	0.1770503663
794	0.1767563803
795	0.1766148994
796	0.1764755646
797	0.1763602734
798	0.1762887013
799	0.1760413945
800	0.1759315089
801	0.1757750224
802	0.1755915161
803	0.1754863681
804	0.1753407249
805	0.175090593
806	0.1748885823
807	0.1746435221
808	0.1744775493
809	0.1743511709
810	0.1741152766
811	0.1737109879
812	0.1735883647
813	0.1733682483
814	0.1730483448
815	0.1728648499
816	0.1726318519
817	0.1723851636
818	0.1721957083
819	0.1720019606
820	0.171765151
821	0.1715435155
822	0.1714003757
823	0.1712280722
824	0.1709744643
825	0.1707972781
826	0.1707149148
827	0.1705464044
828	0.1703245811
829	0.170229821
830	0.1700217334
831	0.169865356
832	0.1697420275
833	0.1696241859
834	0.169452992
835	0.1692960726
836	0.1691510942
837	0.1689286259
838	0.1687606089
839	0.1684674303
840	0.1683347656
841	0.1679620494
842	0.1678076905
843	0.1676019782
844	0.1674783786
845	0.1672696407
846	0.1671103586
847	0.1668576325
848	0.1667447272
849	0.1665976637
850	0.1664154491
851	0.166124957
852	0.1660001865
853	0.1657782562
854	0.1655893326
855	0.1654936557
856	0.1652300117
857	0.1651272323
858	0.1648795274
859	0.1647736827
860	0.1645245158
861	0.1644097702
862	0.1641272209
863	0.1639933386
864	0.1638196187
865	0.1636724812
866	0.1634421589
867	0.1632465011
868	0.1629837522
869	0.1628663214
870	0.1625371257
871	0.1624141845
872	0.1621777375
873	0.1619331666
874	0.1616968992
875	0.1615557969
876	0.1614628173
877	0.1612292141
878	0.1612038602
879	0.1610926089
880	0.1609958522
881	0.1608438413
882	0.1605590749
883	0.1603211546
884	0.1602448223
885	0.1601486116
886	0.1600037872
887	0.1597605239
888	0.15963616
889	0.1595473085
890	0.1594130153
891	0.1593168552
892	0.1592299329
893	0.1590568379
894	0.1588878359
895	0.1587750683
896	0.158659727
897	0.1584733398
898	0.1582315122
899	0.1580563744
900	0.1578299415
901	0.1576804289
902	0.1576228329
903	0.1573219172
904	0.1571159851
905	0.1570606579
906	0.156761873
907	0.156650487
908	0.1565121629
909	0.1563048744
910	0.1561726415
911	0.1559296238
912	0.1558629327
913	0.1557616376
914	0.1556042682
915	0.1555295424
916	0.1554109757
917	0.1552565893
918	0.1551471329
919	0.1550037988
920	0.1548224855
921	0.1547020067
922	0.1545911503
923	0.1544358019
924	0.1542629246
925	0.154204918
926	0.1540616654
927	0.1538752198
928	0.1537744691
929	0.1534990292
930	0.1533497272
931	0.1532236609
932	0.1530859848
933	0.1528247773
934	0.1526851505
935	0.1525205716
936	0.1524504532
937	0.15232022
938	0.1521745939
939	0.152020069
940	0.1518852155
941	0.1516298186
942	0.1515818059
943	0.1514986283
944	0.1513835521
945	0.1512175307
946	0.1510897749
947	0.1508385228
948	0.1507074043
949	0.1506257255
950	0.1504697552
951	0.1503783036
952	0.1502640357
953	0.1501717007
954	0.14997025
955	0.1498257041
956	0.1497532865
957	0.1495839534
958	0.1495189688
959	0.149463949
960	0.1493093749
961	0.149235666
962	0.1490989635
963	0.1489358424
964	0.1488463618
965	0.1486027718
966	0.1485524684
967	0.1484347324
968	0.1482494423
969	0.1480436504
970	0.1479398311
971	0.1478495149
972	0.1476937664
973	0.1475445862
974	0.1475226108
975	0.1474633165
976	0.1473446196
977	0.1472883117
978	0.1470094501
979	0.1468925835
980	0.1468345855
981	0.1467247056
982	0.1465552922
983	0.1463843471
984	0.1462512462
985	0.1460437974
986	0.1458805535
987	0.1458115712
988	0.1457286106
989	0.1456297086
990	0.1454128561
991	0.1452114733
992	0.1451446081
993	0.145019726
994	0.144795603
995	0.1446510937
996	0.1445523299
997	0.144396918
998	0.1442737097
999	0.1441268227
